"internal_id","hierarchical_label"
"IT:ASVe:8000.001.008.003","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Testamenti. «Schede aggiunte», sec. XX"
"IT:ASVe:8000.001.008.004","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Testamenti. Notai di Candia, sec. XIX - sec. XX"
"IT:ASVe:8000.001.008.005","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Consultori in iure, sec. XIX - sec. XX"
"IT:ASVe:8000.001.008.006","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Sovrintendente alle decime del clero, sec. XIX - sec. XX"
"IT:ASVe:8000.001.008.007","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Avogaria di Comun. Nascite. Libro d'oro, sec. XIX - sec. XX"
"IT:ASVe:8000.001.008.008","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Atti diversi, sec. XIX - sec. XX"
"IT:ASVe:8000.001.008.009","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Atti diplomatici, sec. XIX - sec. XX"
"IT:ASVe:8000.001.008.010","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Deputati ad aggiunti alla provvisioni del denaro pubblico. 1794-1797, sec. XIX - sec. XX"
"IT:ASVe:8000.001.008.011","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Inquisitori di Stato, sec. XIX - sec. XX"
"IT:ASVe:8000.001.008.012","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Segretario alle voci, sec. XIX - sec. XX"
"IT:ASVe:8000.001.008.013","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Ospedali e luoghi pii, sec. XIX - sec. XX"
"IT:ASVe:8000.001.008.014","Strumenti di corredo, sec. XIX - sec. XX >> ? >> Schedari, sec. XIX - sec. XX >> Giudici di petizion. Inventari, sec. XIX - sec. XX"
